,added_at,artist_id,artist_name,duration_ms,explicit,id,name,popularity,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0ZYQ8J5CmB7EBnFCWwZfaG,2017-06-22T14:59:46Z,3qS9rCN3k1e6uBRYzuxqAf,Yoko Duo,416173.0,False,0ZYQ8J5CmB7EBnFCWwZfaG,Close These Curtains - Stimming Remix,43.0,0.0274,0.811,416173.0,0.366,0ZYQ8J5CmB7EBnFCWwZfaG,0.104,11.0,0.0337,-14.884,0.0,0.0947,121.013,4.0,0.133
0ZwxCWhYtrPYsh1LwF9S0a,2017-09-12T15:18:16Z,7phOvwBANyuRvVKTInnbxJ,Autarkic,346466.0,False,0ZwxCWhYtrPYsh1LwF9S0a,Solo Gun,1.0,0.00946,0.699,346466.0,0.74,0ZwxCWhYtrPYsh1LwF9S0a,0.93,2.0,0.223,-9.629,1.0,0.0387,110.012,4.0,0.0721
0a6s1T8ieWtDNujNgEOWkO,2018-07-20T22:17:54Z,11chB4Th19iMA7j65oGMk1,Funkin Matt,180951.0,False,0a6s1T8ieWtDNujNgEOWkO,Aeon,7.0,0.0269,0.717,180952.0,0.818,0a6s1T8ieWtDNujNgEOWkO,0.83,6.0,0.112,-7.784,1.0,0.0443,120.991,4.0,0.363
0aMvDzr8Sl3P15Bhq76JiO,2018-12-17T19:06:29Z,1XDn1n1ZSyFZTkwu2VFakw,Paresse,369914.0,False,0aMvDzr8Sl3P15Bhq76JiO,Temple (Simple Symmetry remix),29.0,0.0913,0.821,369914.0,0.743,0aMvDzr8Sl3P15Bhq76JiO,0.841,6.0,0.138,-8.475,1.0,0.0636,121.99,4.0,0.736
0apWD1U6WcBNU5bMdTm2g9,2017-10-08T13:44:21Z,08jywfUS0hp8XYlYs0cvz8,Rampa,545945.0,False,0apWD1U6WcBNU5bMdTm2g9,Newborn Soul - Redshape Remix,23.0,0.409,0.723,545945.0,0.546,0apWD1U6WcBNU5bMdTm2g9,0.904,6.0,0.108,-11.013,1.0,0.0837,119.989,3.0,0.405
0bLe5mJhPoxZXE7jXGT3NE,2018-07-29T15:32:59Z,6eNOjuJSfKkAvbiGW90AkZ,Joachim Pastor,351944.0,False,0bLe5mJhPoxZXE7jXGT3NE,Ariane,30.0,0.0463,0.748,351945.0,0.849,0bLe5mJhPoxZXE7jXGT3NE,0.767,8.0,0.56,-8.302,0.0,0.055,123.984,4.0,0.25
0bYd00az1ZhkGdsz1SfbAx,2018-08-02T14:47:46Z,02RPe8lsQquxA4NtZJ2chM,Zarastruta,174715.0,False,0bYd00az1ZhkGdsz1SfbAx,Quando Eu Era Moleque,27.0,0.794,0.65,174716.0,0.584,0bYd00az1ZhkGdsz1SfbAx,0.0,4.0,0.176,-8.878,0.0,0.561,176.159,4.0,0.35
0bhnUFDQFCEHCBlsQfHnj5,2018-08-19T16:31:13Z,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,218953.0,True,0bhnUFDQFCEHCBlsQfHnj5,Photograph,70.0,0.0299,0.825,218954.0,0.487,0bhnUFDQFCEHCBlsQfHnj5,0.0,1.0,0.0868,-6.416,1.0,0.233,105.05,3.0,0.372
0bxAP9IFJjde4PW7fz07VR,2018-07-20T22:17:54Z,0k6Mc9UPkxztpJmgIfG0Of,Serge Lander,222204.0,False,0bxAP9IFJjde4PW7fz07VR,Twilight,11.0,0.00599,0.598,222205.0,0.778,0bxAP9IFJjde4PW7fz07VR,0.772,6.0,0.0592,-14.035,0.0,0.0403,122.012,4.0,0.199
0cFYYa8hsbBmbjKQApmo0q,2018-11-30T14:41:58Z,6x9vRR3sKuI18TqfPqXcvk,Alex Smoke,415213.0,False,0cFYYa8hsbBmbjKQApmo0q,Dust - Mano Le Tough Remix,24.0,0.000281,0.774,415213.0,0.662,0cFYYa8hsbBmbjKQApmo0q,0.874,1.0,0.0591,-10.319,0.0,0.0478,125.036,4.0,0.318
0cPuHIBSAyIP7zhUYLYGMl,2016-09-26T17:25:56Z,6tiDOAkBNxnrDCbuXlEqT1,Monoloc,368732.0,False,0cPuHIBSAyIP7zhUYLYGMl,Phoenix,25.0,0.436,0.685,368732.0,0.437,0cPuHIBSAyIP7zhUYLYGMl,0.906,6.0,0.138,-15.596,0.0,0.0734,124.0,4.0,0.07
0cauxbMTkMG7yOrVUP3ww6,2016-10-18T00:02:52Z,0xgdNNa5mIbnJKp8AG8S4z,Victor Ruiz,442204.0,False,0cauxbMTkMG7yOrVUP3ww6,Ho'oponopono,19.0,0.00116,0.793,442205.0,0.842,0cauxbMTkMG7yOrVUP3ww6,0.9,1.0,0.0423,-8.047,1.0,0.0587,127.011,4.0,0.361
0cvIDMOVktc7KYoTyUC31N,2018-07-28T17:08:32Z,5ZMwoAjeDtLJ0XRwRTgaK8,Quantic,220996.0,False,0cvIDMOVktc7KYoTyUC31N,E Ye Ye - Edit,24.0,0.386,0.707,220997.0,0.69,0cvIDMOVktc7KYoTyUC31N,0.121,0.0,0.16,-12.623,1.0,0.132,102.974,4.0,0.669
0d1W8UQgIVU1UAIOpjkbh9,2018-01-09T12:53:05Z,5a0etAzO5V26gvlbmHzT9W,Nicolas Jaar,316369.0,False,0d1W8UQgIVU1UAIOpjkbh9,Angles,32.0,0.00298,0.926,316370.0,0.294,0d1W8UQgIVU1UAIOpjkbh9,0.786,1.0,0.0947,-10.42,0.0,0.039,111.998,4.0,0.155
0dgBjsvYaUq0IvXLO82Xce,2016-09-26T17:25:56Z,48LWLoeY0dhwaiX1FRsn72,Mind Against,449121.0,False,0dgBjsvYaUq0IvXLO82Xce,Gravity,30.0,0.652,0.632,449122.0,0.471,0dgBjsvYaUq0IvXLO82Xce,0.915,1.0,0.559,-14.814,1.0,0.0334,123.013,4.0,0.0368
0eIoWH8hZCDGT2uLNjRFUV,2017-07-07T18:46:48Z,5cKPK8DCxX1R5PwQOU1huv,Sebastian Mullaert,469964.0,False,0eIoWH8hZCDGT2uLNjRFUV,Earth Blossom,11.0,0.46,0.43,469965.0,0.19,0eIoWH8hZCDGT2uLNjRFUV,0.868,6.0,0.0879,-22.392,0.0,0.148,75.985,4.0,0.408
0erBhvwZwefIJyuaFWaAny,2018-11-13T17:21:36Z,1oZmFNkGAT93yD1xX4vTRE,Nina Kraviz,468998.0,False,0erBhvwZwefIJyuaFWaAny,Best Friend - DVS1 Forever Mix feat. Naughty Wood,21.0,0.718,0.82,468998.0,0.603,0erBhvwZwefIJyuaFWaAny,0.939,9.0,0.108,-14.194,0.0,0.0881,127.994,4.0,0.695
0fIPTs0H6WjVXpfWABpLOn,2016-11-02T02:39:43Z,1UcYY5JDPe05nqjODiVkx1,Matador,420000.0,False,0fIPTs0H6WjVXpfWABpLOn,I Gotcha - Original Mix,11.0,1.65e-05,0.756,420000.0,0.933,0fIPTs0H6WjVXpfWABpLOn,0.918,3.0,0.0824,-5.841,0.0,0.0426,123.005,4.0,0.758
0fgng6iidmkMPEcckoWcSV,2016-04-29T16:45:51Z,2aW5pvTZYAAZxbh75uVzZD,Zoufris Maracas,185053.0,False,0fgng6iidmkMPEcckoWcSV,Bahia,0.0,0.794,0.771,185053.0,0.47,0fgng6iidmkMPEcckoWcSV,0.000364,11.0,0.116,-11.151,0.0,0.0529,149.906,4.0,0.869
0fi2t0bfTt5ca4v5G6xwbh,2018-07-20T22:17:54Z,1FY8kqUQKHwjibwLbp5cey,Eelke Kleijn,302888.0,False,0fi2t0bfTt5ca4v5G6xwbh,The Calling,13.0,0.0201,0.602,302889.0,0.826,0fi2t0bfTt5ca4v5G6xwbh,0.895,2.0,0.429,-8.276,0.0,0.0319,120.004,1.0,0.254
0fiohjpOT62kDYH0fU8Ns2,2017-07-12T22:28:59Z,71Og13tJyEC23Eom0pb0BP,Vaal,308001.0,False,0fiohjpOT62kDYH0fU8Ns2,Cine,0.0,0.0211,0.799,308001.0,0.411,0fiohjpOT62kDYH0fU8Ns2,0.922,5.0,0.0966,-11.115,0.0,0.052,125.205,4.0,0.499
0gCmWefbtZlv0l5TjFmiMV,2018-10-18T14:06:56Z,3AlEfY3HwmsOu8QW9IkPy9,Syntax Error,397500.0,False,0gCmWefbtZlv0l5TjFmiMV,Influenced,0.0,0.176,0.796,397500.0,0.527,0gCmWefbtZlv0l5TjFmiMV,0.895,1.0,0.107,-17.254,1.0,0.0669,128.026,4.0,0.0804
0hOe5KVXHijiKZaO2SR73J,2018-12-03T14:01:35Z,7wjpjmiKYiPyM4ScRnAYeP,Ponzu Island,339606.0,False,0hOe5KVXHijiKZaO2SR73J,Super Koto - Andras Fox extended mix,32.0,0.0377,0.814,339606.0,0.726,0hOe5KVXHijiKZaO2SR73J,0.909,11.0,0.101,-10.842,0.0,0.0582,119.996,4.0,0.805
0iN9NY8xipFNSvpqOFLnn4,2016-10-12T15:24:22Z,3AhwIUus3pIaA3CvYBEtpy,Richie Hawtin,774293.0,False,0iN9NY8xipFNSvpqOFLnn4,No Way Back,0.0,0.0295,0.714,774294.0,0.662,0iN9NY8xipFNSvpqOFLnn4,0.899,7.0,0.107,-11.248,1.0,0.0384,124.171,3.0,0.116
0ibqvChM1qYwzFfqsLoxG5,2018-08-02T14:47:46Z,02RPe8lsQquxA4NtZJ2chM,Zarastruta,79821.0,True,0ibqvChM1qYwzFfqsLoxG5,Risca Linha,25.0,0.0988,0.68,79821.0,0.611,0ibqvChM1qYwzFfqsLoxG5,2.35e-06,1.0,0.393,-8.397,1.0,0.0779,111.289,4.0,0.156
0jFT6QhPn0Pmay9DFp5Qsa,2017-06-22T20:01:43Z,1WjBIvYAnZTkTh5UiZNwlR,Oliver Koletzki,493440.0,False,0jFT6QhPn0Pmay9DFp5Qsa,Cold Conquest,22.0,0.000484,0.794,493440.0,0.677,0jFT6QhPn0Pmay9DFp5Qsa,0.906,5.0,0.12,-8.915,0.0,0.0528,125.002,4.0,0.253
0kQtlhfzxdTJnl91fH5rlc,2017-08-12T00:28:42Z,0icUPTPdqe2qFVeO5gEB6w,Cesare vs Disorder,396240.0,False,0kQtlhfzxdTJnl91fH5rlc,Vortex - Fango Remix,0.0,0.0518,0.811,396241.0,0.698,0kQtlhfzxdTJnl91fH5rlc,0.88,9.0,0.0908,-11.858,1.0,0.183,125.995,4.0,0.034
0kcQnAtGfu6Q48biWeZZLh,2018-05-15T23:18:06Z,2nZyxICoutrpwnbSvOtT7K,Daniel Grau,216330.0,False,0kcQnAtGfu6Q48biWeZZLh,Delirio En Fa Menor - Max Graef & Delfonic Remix,3.0,0.00558,0.758,216331.0,0.655,0kcQnAtGfu6Q48biWeZZLh,0.849,10.0,0.0914,-7.821,0.0,0.0648,94.293,4.0,0.402
0ll4shInilQVdYVrVVHpjB,2017-07-13T19:45:02Z,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,174173.0,False,0ll4shInilQVdYVrVVHpjB,Soldier of Love,55.0,0.143,0.55,174173.0,0.777,0ll4shInilQVdYVrVVHpjB,7.46e-06,4.0,0.981,-7.299,1.0,0.0382,116.14,4.0,0.751
0lwkL0G07NYtLrQCugi8lX,2018-11-26T15:28:00Z,4YLUMAgNyttwx4hUHgtBtR,Blue Lab Beats,196586.0,False,0lwkL0G07NYtLrQCugi8lX,Pineapple,49.0,0.392,0.849,196587.0,0.529,0lwkL0G07NYtLrQCugi8lX,0.191,7.0,0.105,-10.038,1.0,0.141,99.983,4.0,0.538
0m85o7Xiapkqe39TV6fMOG,2018-01-04T15:57:25Z,4vKCAkbdulcqatglgbi5CG,Roberta Sá,323778.0,False,0m85o7Xiapkqe39TV6fMOG,Pot-Pourri: Me Faz um Dengo / Disritmia - Ao Vivo,43.0,0.598,0.644,323779.0,0.685,0m85o7Xiapkqe39TV6fMOG,0.00187,7.0,0.913,-8.624,0.0,0.072,87.91,4.0,0.563
0nBnG3xRhWXS11VkIR5yCP,2017-07-06T00:19:39Z,2dh4y2ynmgpHCShQGLZgcM,Christian Fischer,273080.0,False,0nBnG3xRhWXS11VkIR5yCP,Stay In Peace,0.0,0.0394,0.791,273080.0,0.71,0nBnG3xRhWXS11VkIR5yCP,0.86,2.0,0.126,-8.651,1.0,0.0397,127.012,4.0,0.792
0nVK04c5AliYI5EpvO5ADD,2018-09-28T21:42:21Z,0lAjFl20uNiFMWafrHRxea,Aquarius Heaven,410000.0,False,0nVK04c5AliYI5EpvO5ADD,Work That Body,16.0,9.52e-05,0.727,410000.0,0.788,0nVK04c5AliYI5EpvO5ADD,0.61,11.0,0.683,-6.13,0.0,0.0332,121.999,4.0,0.16
0ntHEP3DJyS2qgJgqbWNxh,2018-08-30T09:11:49Z,5MbNzCW3qokGyoo9giHA3V,EARTHGANG,375734.0,True,0ntHEP3DJyS2qgJgqbWNxh,House (feat. Mick Jenkins),50.0,0.123,0.639,375735.0,0.677,0ntHEP3DJyS2qgJgqbWNxh,0.0,10.0,0.216,-4.681,0.0,0.243,133.591,4.0,0.706
0pgkHHCqVA8YvPPJuye024,2017-07-07T20:52:58Z,6OQOvP7RAdmAKVXXQqD0Se,Pan-Pot,426937.0,False,0pgkHHCqVA8YvPPJuye024,Lose Yourself,17.0,0.01,0.8,426938.0,0.806,0pgkHHCqVA8YvPPJuye024,0.839,7.0,0.112,-6.224,1.0,0.0417,126.994,4.0,0.119
0pjRyQQ9WfGNb8ZlLvGZEM,2018-11-22T23:50:32Z,7Go2Fj2YWEQkYBqTVQArYi,Pantha Du Prince,406800.0,False,0pjRyQQ9WfGNb8ZlLvGZEM,Lawrence version of “Stick To My Side”,29.0,5.98e-05,0.872,406800.0,0.393,0pjRyQQ9WfGNb8ZlLvGZEM,0.87,0.0,0.0986,-16.11,1.0,0.119,123.965,4.0,0.682
0pkZXyR6YkxxqAqNTM0Uxl,2018-08-02T14:47:46Z,02RPe8lsQquxA4NtZJ2chM,Zarastruta,234169.0,False,0pkZXyR6YkxxqAqNTM0Uxl,E Aí Moleque,41.0,0.718,0.829,234170.0,0.357,0pkZXyR6YkxxqAqNTM0Uxl,0.0,5.0,0.126,-7.89,1.0,0.177,108.844,4.0,0.797
0qklQgnfMcmMqkKzGiJZ07,2017-06-22T01:48:53Z,6ScDJaxsDqmtEB0CZY3WAC,Dustin Zahn,199797.0,False,0qklQgnfMcmMqkKzGiJZ07,Stranger To Stability (Len Fake Podium Mix),0.0,3.06e-05,0.757,199798.0,0.594,0qklQgnfMcmMqkKzGiJZ07,0.848,1.0,0.163,-7.888,0.0,0.0581,124.991,4.0,0.331
0rJUjmaPkc6hliGVrBk0Y6,2018-09-01T22:49:36Z,4TlzX7s6kuZDtiBpsopcBf,Motor City Drum Ensemble,458220.0,False,0rJUjmaPkc6hliGVrBk0Y6,Raw Cuts - Marcellus Pittman Remix,27.0,0.0213,0.801,458221.0,0.776,0rJUjmaPkc6hliGVrBk0Y6,0.696,1.0,0.0903,-8.482,1.0,0.0614,120.002,4.0,0.358
0rQ6Pj81smzHkd8anRbkxr,2017-08-22T22:45:02Z,5muFO8VqYRCRW13EkvX564,Âme,499946.0,False,0rQ6Pj81smzHkd8anRbkxr,Fiori - Club Edit,12.0,0.00053,0.471,499947.0,0.57,0rQ6Pj81smzHkd8anRbkxr,0.894,1.0,0.358,-9.48,1.0,0.0477,123.916,4.0,0.319
0sNKDMdRAGdI5C9afVMGEx,2016-11-09T12:16:27Z,5xLSa7l4IV1gsQfhAMvl0U,B.B. King,383315.0,False,0sNKDMdRAGdI5C9afVMGEx,"Worry, Worry",1.0,0.716,0.456,383176.0,0.404,0sNKDMdRAGdI5C9afVMGEx,0.000232,2.0,0.92,-12.129,1.0,0.0496,105.804,3.0,0.542
0sRKj7jAylS35QlvVztVDP,2017-07-22T17:18:56Z,0NBGssQpgDczTsVEp4pCbR,Oliver Huntemann,471029.0,False,0sRKj7jAylS35QlvVztVDP,Rotlicht,37.0,0.00592,0.826,471030.0,0.77,0sRKj7jAylS35QlvVztVDP,0.902,10.0,0.103,-8.411,0.0,0.0737,124.006,4.0,0.0934
0snDRsjNRMJhm7SVja8l6J,2018-01-03T11:19:04Z,2gINJ8xw86xawPyGvx1bla,KRS-One,295933.0,True,0snDRsjNRMJhm7SVja8l6J,MC's Act Like They Don't Know,57.0,0.0101,0.855,295933.0,0.798,0snDRsjNRMJhm7SVja8l6J,0.000615,1.0,0.628,-4.018,1.0,0.237,90.429,4.0,0.855
0tB3mGQGEbxIFU61m141id,2017-06-20T17:00:30Z,3phNexX9ywXXZYuOxZRthf,Radioactive Man,415440.0,False,0tB3mGQGEbxIFU61m141id,Uranium,22.0,0.00105,0.793,415440.0,0.529,0tB3mGQGEbxIFU61m141id,0.824,10.0,0.0972,-11.317,0.0,0.0727,125.016,4.0,0.266
0tHqCcHosziRhAlcmknZhg,2018-10-04T01:51:08Z,6hjRjVNLWTCPYci9nxhI1G,Efdemin,510765.0,False,0tHqCcHosziRhAlcmknZhg,There Will Be Singing - Original Mix,24.0,0.00399,0.785,510766.0,0.455,0tHqCcHosziRhAlcmknZhg,0.935,4.0,0.048,-15.741,0.0,0.095,122.004,4.0,0.0217
0uKCagX1kJz1SX1dRcEghR,2017-07-16T01:03:09Z,5WRwjmInsOIA279Rbe0dcP,Eitan Reiter,675000.0,False,0uKCagX1kJz1SX1dRcEghR,Ups & Downs - Perfect Stranger Re Edit,20.0,0.00144,0.421,675000.0,0.611,0uKCagX1kJz1SX1dRcEghR,0.797,2.0,0.0899,-10.961,1.0,0.0429,127.988,3.0,0.0686
0uuUum3d4rlYWc4Rfela1P,2017-06-23T03:06:52Z,532SqCIYmJyXEdEiCJLgYG,Cristoph,465905.0,False,0uuUum3d4rlYWc4Rfela1P,The Future,41.0,0.000974,0.763,465906.0,0.797,0uuUum3d4rlYWc4Rfela1P,0.882,2.0,0.091,-8.798,0.0,0.0472,124.0,4.0,0.249
0v3WEeOjoWX9MDZ4o51hdv,2018-12-14T14:56:58Z,5R9d1YP5jtBw2IrQItGzQI,Michael Mayer,405887.0,False,0v3WEeOjoWX9MDZ4o51hdv,See You,30.0,0.00312,0.745,405887.0,0.887,0v3WEeOjoWX9MDZ4o51hdv,0.936,11.0,0.126,-12.221,1.0,0.0601,124.991,4.0,0.115
0vBnz6OgVJtiboJuoRjDu1,2019-01-06T03:36:44Z,4mX7iHDoZTPjuLlxazvkMI,Collé,418030.0,False,0vBnz6OgVJtiboJuoRjDu1,Owami - Original Mix,32.0,0.0504,0.817,418031.0,0.71,0vBnz6OgVJtiboJuoRjDu1,0.692,1.0,0.0794,-9.869,1.0,0.0404,120.001,4.0,0.413
0va3ieieUedjExig3GEYyn,2018-09-21T22:32:58Z,3pqHn0bHhBjL0duQ5xesFe,SHDW,361003.0,False,0va3ieieUedjExig3GEYyn,Die Prophezeiung,20.0,0.0059,0.777,361004.0,0.956,0va3ieieUedjExig3GEYyn,0.909,6.0,0.108,-7.872,0.0,0.0428,131.994,4.0,0.148
0wk0n9lSQ7RtNbOeUUxo0W,2017-06-22T15:00:13Z,6EROUCmvQtSuBUkZ9nNOOO,Amotik,433811.0,False,0wk0n9lSQ7RtNbOeUUxo0W,Solah,21.0,0.00392,0.611,433812.0,0.835,0wk0n9lSQ7RtNbOeUUxo0W,0.928,1.0,0.11,-7.473,1.0,0.062,133.993,4.0,0.135
0xMI0XGMHbo1jSPeHGiyHi,2017-09-18T15:10:24Z,7lzrNOBAdfH8f4nVAWbRfk,Eagles & Butterflies,397580.0,False,0xMI0XGMHbo1jSPeHGiyHi,Welcome to the Jungle,0.0,0.000233,0.806,397581.0,0.831,0xMI0XGMHbo1jSPeHGiyHi,0.91,1.0,0.0879,-9.678,1.0,0.063,122.003,4.0,0.336
0yr2SWSIFBhPmnAE2280KA,2017-08-01T02:27:54Z,4i3d0rmYNpFqKYPk2437Qr,Boy Next Door,433201.0,False,0yr2SWSIFBhPmnAE2280KA,Bang,0.0,0.000618,0.832,433202.0,0.688,0yr2SWSIFBhPmnAE2280KA,0.864,2.0,0.0279,-6.507,1.0,0.0578,126.024,4.0,0.525
10oQov5FDhyrXhsK3fbCXC,2019-01-04T16:31:07Z,2bz6GlqjAN5fTFWvy0rmSP,Tall Black Guy,391509.0,False,10oQov5FDhyrXhsK3fbCXC,The Dark Streets,38.0,0.089,0.696,391510.0,0.583,10oQov5FDhyrXhsK3fbCXC,0.761,11.0,0.107,-8.138,0.0,0.0854,102.996,4.0,0.66
12Ve79DkYgjoK3IXFtcMzA,2017-07-13T17:07:26Z,7jXjBUzWUXmSzOuPSbibIl,aacht,483936.0,False,12Ve79DkYgjoK3IXFtcMzA,Distant,4.0,0.271,0.765,483936.0,0.864,12Ve79DkYgjoK3IXFtcMzA,0.865,7.0,0.108,-13.043,0.0,0.0373,120.009,4.0,0.0442
12nDLcWqcwtPyAbeGS91Ec,2018-12-05T20:37:29Z,7FldCwBXVtA0TFbqxvaKZY,BOg,431859.0,False,12nDLcWqcwtPyAbeGS91Ec,Terra - Innellea’s Stab Establishment,13.0,0.0356,0.779,431860.0,0.805,12nDLcWqcwtPyAbeGS91Ec,0.878,8.0,0.0969,-10.035,1.0,0.0605,121.982,4.0,0.112
13L4HXOAsJ2aSV5IQhesTO,2016-09-26T17:25:56Z,5E8gHdAMGINU8rvTDjOHIp,Somne,431160.0,False,13L4HXOAsJ2aSV5IQhesTO,Triangle,19.0,0.00202,0.769,431160.0,0.846,13L4HXOAsJ2aSV5IQhesTO,0.904,0.0,0.0938,-10.056,1.0,0.155,128.004,4.0,0.068
13quKq48AgvQrB04QyKTLp,2018-11-11T18:14:06Z,4iom7VVRU6AHRIu1JUXpLG,Boy Harsher,261058.0,False,13quKq48AgvQrB04QyKTLp,Modulations,11.0,0.00807,0.609,261059.0,0.945,13quKq48AgvQrB04QyKTLp,0.844,11.0,0.221,-5.519,1.0,0.0449,144.153,4.0,0.883
145U8YhMkDeugwsQZx577C,2018-11-15T18:43:12Z,1JcefSOP7bcWEluL0iEIaN,Helena Hauff,324443.0,False,145U8YhMkDeugwsQZx577C,Piece of Pleasure,16.0,0.00011,0.622,324443.0,0.845,145U8YhMkDeugwsQZx577C,0.636,8.0,0.0975,-8.891,1.0,0.0358,138.082,4.0,0.937
14XWXWv5FoCbFzLksawpEe,2017-01-03T03:54:14Z,22WZ7M8sxp5THdruNY3gXt,The Doors,434720.0,False,14XWXWv5FoCbFzLksawpEe,Riders On The Storm,73.0,0.25,0.549,434720.0,0.722,14XWXWv5FoCbFzLksawpEe,0.0138,11.0,0.11,-11.729,0.0,0.0283,103.885,4.0,0.716
14hKtzUqlI1Sa1nfq0GXR3,2019-01-05T23:46:22Z,2rspptKP0lPBdlJJAJHqht,Yussef Dayes,449506.0,False,14hKtzUqlI1Sa1nfq0GXR3,Love Is the Message,47.0,0.347,0.34,449507.0,0.558,14hKtzUqlI1Sa1nfq0GXR3,0.907,1.0,0.0888,-11.91,0.0,0.0351,82.901,4.0,0.412
14i7fD7aoLqU0FHMty4JLy,2017-07-16T01:03:12Z,48LWLoeY0dhwaiX1FRsn72,Mind Against,554624.0,False,14i7fD7aoLqU0FHMty4JLy,Vertere,0.0,0.00236,0.629,554624.0,0.572,14i7fD7aoLqU0FHMty4JLy,0.82,8.0,0.0925,-7.707,1.0,0.0303,119.998,4.0,0.315
155dtNgpDebJem9NZUf6te,2016-05-31T15:44:51Z,2XMpXAQ0B1J95en60YGE3V,Chaim,439760.0,False,155dtNgpDebJem9NZUf6te,Popsky,0.0,0.0238,0.697,439760.0,0.885,155dtNgpDebJem9NZUf6te,0.456,9.0,0.0558,-6.647,1.0,0.0493,124.986,4.0,0.459
15H5Oz77LD7ppzsww2Ur4z,2018-09-18T19:26:49Z,03igtQ0Db37j42WpSWkAJX,Brothers' Vibe,669717.0,False,15H5Oz77LD7ppzsww2Ur4z,Cuero Para Mi Gente - Altered Vibe Mix,5.0,4.28e-05,0.811,669718.0,0.691,15H5Oz77LD7ppzsww2Ur4z,0.897,0.0,0.0885,-13.474,1.0,0.0445,124.022,4.0,0.368
16uFiFTRR1KSJ6JyeXesBI,2017-01-07T01:14:21Z,27a0GiCba9K9lnkKidroFU,Canned Heat,191373.0,False,16uFiFTRR1KSJ6JyeXesBI,Goin' Up The Country,42.0,0.772,0.569,191373.0,0.621,16uFiFTRR1KSJ6JyeXesBI,0.000878,10.0,0.105,-9.879,1.0,0.0546,149.03,4.0,0.634
16yQnJjEzVQMQC5uDfOXdm,2017-06-22T20:21:38Z,3TXQ1ddouwQAI78hV4hXDj,Maceo Plex,468914.0,False,16yQnJjEzVQMQC5uDfOXdm,The Tesseract,16.0,0.0395,0.717,468915.0,0.715,16yQnJjEzVQMQC5uDfOXdm,0.797,10.0,0.858,-13.42,0.0,0.0624,122.004,4.0,0.464
17eoXaMfouHYediLfeInUI,2017-06-14T12:37:56Z,5OvpF1A65DXs93M9NfPIjT,Patrice Bäumel,467890.0,False,17eoXaMfouHYediLfeInUI,Surge,0.0,0.0139,0.418,467891.0,0.49,17eoXaMfouHYediLfeInUI,0.874,10.0,0.0784,-13.981,0.0,0.0612,124.981,4.0,0.259
196ZBWBr2ohDGa5RUTA6q4,2017-08-31T03:36:34Z,0Y0Kj7BOR5DM0UevuY7IvO,Slam,470239.0,False,196ZBWBr2ohDGa5RUTA6q4,Like This,23.0,7.41e-05,0.663,470240.0,0.808,196ZBWBr2ohDGa5RUTA6q4,0.806,4.0,0.107,-9.273,0.0,0.05,128.01,4.0,0.18
19d6cdzUxniRu0l8tmYGWH,2016-05-16T19:49:50Z,4nZBJZHavxcUzGeK2k6fL9,Kolombo,356379.0,False,19d6cdzUxniRu0l8tmYGWH,My Own Business,42.0,0.00141,0.798,356380.0,0.485,19d6cdzUxniRu0l8tmYGWH,0.233,10.0,0.0489,-8.429,0.0,0.0966,119.983,4.0,0.576
1AT4xjNarTswd0UZ5FlmKF,2018-08-19T16:11:25Z,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,133921.0,True,1AT4xjNarTswd0UZ5FlmKF,Motiv8,72.0,0.135,0.869,133922.0,0.385,1AT4xjNarTswd0UZ5FlmKF,0.0,4.0,0.0931,-7.801,1.0,0.297,149.897,4.0,0.596
1Ae1ZzQUL251HnqAcgo7p6,2018-07-31T13:50:38Z,18l5DrXKHLKU3uUQckp63O,Thegust Mc's,290820.0,False,1Ae1ZzQUL251HnqAcgo7p6,Versos da Madrugada,23.0,0.622,0.719,290821.0,0.442,1Ae1ZzQUL251HnqAcgo7p6,0.0,0.0,0.104,-12.039,0.0,0.377,84.823,4.0,0.716
1BnZcNa17Tcg81btn7g9Vq,2018-09-10T13:53:06Z,7tm9Tuc70geXOOyKhtZHIj,Chris Lorenzo,161367.0,False,1BnZcNa17Tcg81btn7g9Vq,Spliff Break,43.0,0.059,0.58,161367.0,0.776,1BnZcNa17Tcg81btn7g9Vq,0.509,7.0,0.472,-10.362,0.0,0.0711,171.87,4.0,0.699
1BntWmKokYMMREPK0lqtp7,2017-06-13T19:23:47Z,3OsRAKCvk37zwYcnzRf5XF,Moby,471996.0,False,1BntWmKokYMMREPK0lqtp7,Porcelain - Luca Agnelli Remix,33.0,0.00861,0.711,471996.0,0.675,1BntWmKokYMMREPK0lqtp7,0.821,6.0,0.109,-9.904,0.0,0.0835,126.998,4.0,0.285
1BsyIPmWxFSLiLiT5qmsgz,2017-07-18T21:23:59Z,6Th7POyVfZgiHJQ64ddV5Y,Rodriguez Jr.,449239.0,False,1BsyIPmWxFSLiLiT5qmsgz,Orinoco - Joris Delacroix Remix,27.0,0.00852,0.848,449239.0,0.77,1BsyIPmWxFSLiLiT5qmsgz,0.853,1.0,0.0636,-8.357,1.0,0.0609,124.991,4.0,0.0611
