,added_at,artist_id,artist_name,duration_ms,explicit,id,name,popularity,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
3uqTbvFMlu7gBVpjblZQQC,2017-07-12T13:53:38Z,6QXqARXg4hZ3oAUitm2gU0,Julian Wassermann,451624.0,False,3uqTbvFMlu7gBVpjblZQQC,Aurea,0.0,0.00111,0.768,451624.0,0.584,3uqTbvFMlu7gBVpjblZQQC,0.818,10.0,0.299,-9.6,0.0,0.0591,123.034,4.0,0.117
3vGC0wA2qINVAqz2aBmRiZ,2018-12-18T11:44:17Z,2HHFbP3OFh0bOgdnMYfqsc,Dele Sosimi,487544.0,False,3vGC0wA2qINVAqz2aBmRiZ,Turbulent Times - Armonica Remix,32.0,0.00318,0.656,487545.0,0.668,3vGC0wA2qINVAqz2aBmRiZ,0.667,1.0,0.136,-9.815,1.0,0.0515,119.992,4.0,0.256
3veaRocpNihtbSwkAHefGp,2018-11-09T01:04:00Z,1UL813H5aj3e8ekE5RqWqc,Tale Of Us,588653.0,False,3veaRocpNihtbSwkAHefGp,Monument - Barnt Remix,27.0,5.27e-05,0.713,588653.0,0.847,3veaRocpNihtbSwkAHefGp,0.865,6.0,0.112,-10.167,1.0,0.044,125.013,4.0,0.0389
3wV6TvBAm5VtI2KX8vz9Il,2018-07-20T22:17:54Z,1l9mlRsLjYuyF4bb0MqCQY,Analog Kitchen,240000.0,False,3wV6TvBAm5VtI2KX8vz9Il,Nocturnal Entities,7.0,0.00305,0.605,240000.0,0.729,3wV6TvBAm5VtI2KX8vz9Il,0.406,1.0,0.106,-11.299,1.0,0.0422,121.985,4.0,0.0736
3whdcxciHEl7zoJ1wsijoE,2018-01-03T11:19:01Z,4EnEZVjo3w1cwcQYePccay,N.W.A.,195800.0,True,3whdcxciHEl7zoJ1wsijoE,Automobile,0.0,0.052,0.824,195800.0,0.448,3whdcxciHEl7zoJ1wsijoE,0.0,9.0,0.241,-7.568,1.0,0.076,115.507,4.0,0.683
3yTMECP0c6q6u6813K31zY,2017-06-22T18:47:12Z,6rxmj7vNEofe96g84qMWoV,Jay Lumen,494000.0,False,3yTMECP0c6q6u6813K31zY,Opus,17.0,0.0147,0.703,494000.0,0.954,3yTMECP0c6q6u6813K31zY,0.872,2.0,0.079,-8.086,1.0,0.0761,125.995,4.0,0.0973
3ywazxwnmL0u6LIVaIMSXy,2017-12-05T20:56:04Z,4jrXM6oLQfV9L458Luwc3P,Miten,239586.0,False,3ywazxwnmL0u6LIVaIMSXy,Norwegian Wood,26.0,0.923,0.392,239587.0,0.0332,3ywazxwnmL0u6LIVaIMSXy,0.0647,2.0,0.107,-19.434,1.0,0.0345,150.943,3.0,0.346
3ywt0nqOH3YemiM2s3NwDI,2016-04-13T00:06:28Z,32fCH0Z7B8ydcz40ybZdqg,Andreas Henneberg,441396.0,False,3ywt0nqOH3YemiM2s3NwDI,Come On - Original Mix,19.0,0.0276,0.807,441396.0,0.535,3ywt0nqOH3YemiM2s3NwDI,0.818,11.0,0.274,-8.358,0.0,0.0507,123.016,4.0,0.131
40MyqXgD05fAlnnO3gBshi,2018-10-04T02:14:42Z,6hjRjVNLWTCPYci9nxhI1G,Efdemin,487200.0,False,40MyqXgD05fAlnnO3gBshi,Lohn & Brot,17.0,0.0711,0.797,487200.0,0.48,40MyqXgD05fAlnnO3gBshi,0.873,11.0,0.0956,-14.295,1.0,0.116,123.991,4.0,0.208
40VpMYDhTMvr4XXSVXmVvl,2015-12-18T16:55:51Z,1wbW8PchZM0iSKq1V8HsRF,Buckshot LeFonque,299066.0,False,40VpMYDhTMvr4XXSVXmVvl,Music Evolution,47.0,0.0811,0.841,299067.0,0.535,40VpMYDhTMvr4XXSVXmVvl,0.0035,10.0,0.112,-12.194,0.0,0.365,93.434,4.0,0.686
40hlLGcton6l2S6vjw4MYz,2018-07-19T00:45:15Z,574U9VlIOZIzbqrQ3cDbBP,Alma Negra,408485.0,False,40hlLGcton6l2S6vjw4MYz,Haleto lale lalô (Saho),17.0,0.00367,0.787,408485.0,0.51,40hlLGcton6l2S6vjw4MYz,0.4,1.0,0.0505,-10.424,1.0,0.0424,121.003,4.0,0.633
41Dn45cxNztFhMURz7L502,2019-01-15T10:32:29Z,5kLzaeSHrmS7okc5XNE6lv,Butch,503639.0,False,41Dn45cxNztFhMURz7L502,Shahrzad - Matthias Meyer Remix,40.0,0.000135,0.802,503639.0,0.658,41Dn45cxNztFhMURz7L502,0.858,11.0,0.0849,-8.895,0.0,0.0442,123.178,4.0,0.235
437GrLRpUUzh6VzhfdRHED,2018-05-15T23:18:06Z,2nZyxICoutrpwnbSvOtT7K,Daniel Grau,374000.0,False,437GrLRpUUzh6VzhfdRHED,Robot Mágico - Tuff City Kids Remix,0.0,0.0808,0.848,374000.0,0.737,437GrLRpUUzh6VzhfdRHED,0.797,11.0,0.0692,-7.973,0.0,0.114,118.977,4.0,0.769
43FsB0EEU84T2puHX3EIzL,2017-07-20T16:51:06Z,3qwabfaWewpfli7hMNM3O8,Róisín Murphy,438346.0,False,43FsB0EEU84T2puHX3EIzL,Simulation - Mano Le Tough Remix,3.0,0.000281,0.705,438347.0,0.715,43FsB0EEU84T2puHX3EIzL,0.203,2.0,0.0836,-10.076,1.0,0.0436,118.989,4.0,0.0907
43IRmacv4sspzv3mD0WtT0,2018-12-06T17:40:06Z,0DBwNrdGSluzJl24pHRiOk,Toto Chiavetta,425967.0,False,43IRmacv4sspzv3mD0WtT0,Connecting With The Lama,9.0,0.00547,0.76,425967.0,0.737,43IRmacv4sspzv3mD0WtT0,0.788,11.0,0.114,-10.25,1.0,0.0404,122.0,4.0,0.244
442QNBSM3pI0fCdJ6N2KWQ,2018-11-15T18:31:51Z,4yrO1N273PlTaixa4BNwBz,Avalon Emerson,434194.0,False,442QNBSM3pI0fCdJ6N2KWQ,Quoi! - Original Mix,32.0,0.00175,0.75,434195.0,0.916,442QNBSM3pI0fCdJ6N2KWQ,0.831,1.0,0.374,-8.172,1.0,0.0588,122.01,4.0,0.763
45rmMcptjNYFAsdEVhM1Cf,2017-06-15T00:51:23Z,2lPXenWgbh51R950CMdk6i,Kaiserdisco,450116.0,False,45rmMcptjNYFAsdEVhM1Cf,Cobra,19.0,0.0011,0.78,450117.0,0.895,45rmMcptjNYFAsdEVhM1Cf,0.773,11.0,0.565,-7.968,0.0,0.154,127.985,4.0,0.0767
45utKSQTDw10mSs43bSBVP,2018-07-20T22:17:54Z,5GxyeQagayzZOg4UwffQlD,Chicane,263035.0,False,45utKSQTDw10mSs43bSBVP,Chord-Less Yacht,12.0,0.0409,0.702,263036.0,0.825,45utKSQTDw10mSs43bSBVP,0.934,10.0,0.0951,-6.461,1.0,0.0363,120.027,4.0,0.182
46RUFlOAGyp6SLFQcd1dl8,2018-09-18T19:26:49Z,2ybeT56KZ46BNBfE1ogyyV,Dettmann & Klock,394946.0,False,46RUFlOAGyp6SLFQcd1dl8,Blank Scenario,5.0,5.57e-05,0.801,394947.0,0.674,46RUFlOAGyp6SLFQcd1dl8,0.972,4.0,0.112,-17.201,0.0,0.0571,127.002,4.0,0.0363
47zkCLr3a9kM4wGNEbiJzh,2018-11-24T19:48:32Z,3GLOOlJDdTCd4NRrNb5Kg3,The Other People Place,466413.0,False,47zkCLr3a9kM4wGNEbiJzh,Let Me Be Me,37.0,0.00562,0.726,466413.0,0.52,47zkCLr3a9kM4wGNEbiJzh,0.866,6.0,0.109,-11.816,1.0,0.0528,130.686,4.0,0.319
48DBqxeDy0ueGwdeu2WYqy,2017-07-07T15:43:22Z,7eQZTqEMozBcuSubfu52i4,The Knife,337853.0,False,48DBqxeDy0ueGwdeu2WYqy,Marble House (Booka Shade's Polar Light Dub),0.0,0.329,0.719,337853.0,0.87,48DBqxeDy0ueGwdeu2WYqy,0.862,2.0,0.0846,-9.828,1.0,0.042,125.411,3.0,0.495
48HTic0j3rszR2BGi62s0j,2018-11-13T10:33:24Z,1oZmFNkGAT93yD1xX4vTRE,Nina Kraviz,478910.0,False,48HTic0j3rszR2BGi62s0j,Curtain Twitcher - Nina Kraviz Alice Was Here Remix,28.0,0.115,0.62,478911.0,0.454,48HTic0j3rszR2BGi62s0j,0.122,7.0,0.695,-15.146,1.0,0.0406,136.969,4.0,0.196
4AGBY5p783p0cFLnGA0QAC,2017-10-17T12:32:02Z,44F8g3iM4NgU5cisocTlTQ,Moscoman,385905.0,False,4AGBY5p783p0cFLnGA0QAC,Feos Chaos,10.0,0.0324,0.738,385906.0,0.761,4AGBY5p783p0cFLnGA0QAC,0.909,7.0,0.0913,-9.811,1.0,0.0337,116.991,4.0,0.316
4AKZU5W8guPnT7awYnX7Su,2018-07-20T22:17:54Z,20O4Ik25BbWfWBz0kZtsxX,M.A.N.D.Y.,232414.0,False,4AKZU5W8guPnT7awYnX7Su,Hi End - Blond:ish Remix,7.0,0.0024,0.811,232415.0,0.649,4AKZU5W8guPnT7awYnX7Su,0.79,11.0,0.304,-9.583,1.0,0.104,125.02,4.0,0.13
4ATWRf0Pu5E8oAXCJUBvAe,2018-09-15T20:41:59Z,5vSY9ZJ6TySQEw8k53kE0I,Larry Heard Presents Mr. White,467333.0,False,4ATWRf0Pu5E8oAXCJUBvAe,The Sun Can't Compare - Long Version,33.0,0.00349,0.803,467333.0,0.654,4ATWRf0Pu5E8oAXCJUBvAe,0.733,0.0,0.0859,-10.071,1.0,0.0468,128.007,4.0,0.435
4CPAzsoJ5Vsgg6uqeKyczZ,2018-10-04T02:10:51Z,0rd7M5S6AdFkideaBtseOo,Deadbeat,420124.0,False,4CPAzsoJ5Vsgg6uqeKyczZ,Ain't no More Flowers,35.0,0.233,0.734,420124.0,0.328,4CPAzsoJ5Vsgg6uqeKyczZ,0.12,10.0,0.382,-13.294,0.0,0.0516,123.98,4.0,0.119
4Ck0jkypgJfwlxzQ0uqCa4,2018-11-08T12:18:44Z,5UwHHsEQqO6OiQCtYHDpn9,Barnt,456760.0,False,4Ck0jkypgJfwlxzQ0uqCa4,How Do I Know What Solutions X Form?,3.0,2.61e-05,0.744,456760.0,0.372,4Ck0jkypgJfwlxzQ0uqCa4,0.863,0.0,0.078,-17.16,1.0,0.0719,118.012,4.0,0.233
4DWMmQqnEFDLYpD4hc0oYp,2018-12-05T22:45:55Z,0IhfJZiFjHqE9mJ9INjp7x,Tunnelvisions,446500.0,False,4DWMmQqnEFDLYpD4hc0oYp,Uele,21.0,0.115,0.71,446500.0,0.642,4DWMmQqnEFDLYpD4hc0oYp,0.832,8.0,0.107,-10.407,0.0,0.0383,117.002,4.0,0.141
4EEVGN3KDSQZEeYHgkeuzE,2018-11-27T16:42:42Z,2GvwZbDjH1DbQpodGKENDw,Roman Flügel,236179.0,False,4EEVGN3KDSQZEeYHgkeuzE,Theme VII,18.0,0.00088,0.772,236180.0,0.537,4EEVGN3KDSQZEeYHgkeuzE,0.779,7.0,0.096,-12.063,1.0,0.0804,123.018,1.0,0.533
4El4EjqVvYtmMSwVhGH7Xc,2018-09-27T19:22:51Z,0HBaoUIo3fXlnWz1dc4mro,Gorje Hewek,470218.0,False,4El4EjqVvYtmMSwVhGH7Xc,Zakkat,19.0,0.000278,0.81,470219.0,0.505,4El4EjqVvYtmMSwVhGH7Xc,0.907,4.0,0.0756,-9.881,0.0,0.0498,120.002,4.0,0.494
4F00TYlclU4UEL2rVakxzK,2016-10-18T22:50:08Z,7umQgFrDu3yrchEbFfJd60,Planetary Assault Systems,398011.0,False,4F00TYlclU4UEL2rVakxzK,Behind The Eyes,7.0,0.425,0.494,398012.0,0.695,4F00TYlclU4UEL2rVakxzK,0.946,5.0,0.111,-13.561,0.0,0.0399,127.999,1.0,0.154
4F5nZjXtEHIppsq9qY6ZG0,2019-01-06T04:29:30Z,6dc9uHwuGESg131fzKTx0w,Dopish,492879.0,False,4F5nZjXtEHIppsq9qY6ZG0,Black Lotus,21.0,0.00879,0.786,492880.0,0.573,4F5nZjXtEHIppsq9qY6ZG0,0.901,10.0,0.108,-13.902,0.0,0.0889,123.03,4.0,0.0808
4FwFwH0ii7DA6M0spadNYj,2017-07-12T12:36:49Z,7KgVyMfGnLuYLLbftkfVNQ,Malandra Jr.,462786.0,False,4FwFwH0ii7DA6M0spadNYj,Dance Warriors - Original Mix,17.0,0.0557,0.831,462787.0,0.427,4FwFwH0ii7DA6M0spadNYj,0.821,11.0,0.208,-12.843,1.0,0.0616,120.583,4.0,0.0658
4GXWtWoanucQG7clO7U2Dp,2018-09-21T20:21:44Z,4N2PiVgTuh2rxhc3HGVKAG,Marcus Worgull,329982.0,False,4GXWtWoanucQG7clO7U2Dp,Listen To Charanjit,29.0,7.72e-05,0.772,329982.0,0.83,4GXWtWoanucQG7clO7U2Dp,0.898,2.0,0.241,-9.446,1.0,0.0483,119.997,4.0,0.196
4GlX17zzoHZlbqu7V4bAR1,2017-09-11T21:35:19Z,08jywfUS0hp8XYlYs0cvz8,Rampa,438571.0,False,4GlX17zzoHZlbqu7V4bAR1,Mod,15.0,0.00186,0.783,438572.0,0.622,4GlX17zzoHZlbqu7V4bAR1,0.918,11.0,0.102,-10.947,0.0,0.0726,123.001,4.0,0.312
4I3spf3jQUgjMaBI1QDHhy,2018-07-20T22:17:54Z,5lc3ISF4CNThZEtJ2N4ZH6,Kora,295203.0,False,4I3spf3jQUgjMaBI1QDHhy,Nous,9.0,0.00425,0.81,295203.0,0.763,4I3spf3jQUgjMaBI1QDHhy,0.875,1.0,0.0815,-8.661,1.0,0.0456,122.026,4.0,0.686
4I4sgAJbcmIcoNaz27H882,2017-09-18T15:20:04Z,6mUe67fPenWJZXz5JalmjF,Marvin & Guy,569780.0,False,4I4sgAJbcmIcoNaz27H882,Superior Conjunction,26.0,0.00297,0.749,569781.0,0.838,4I4sgAJbcmIcoNaz27H882,0.857,4.0,0.0966,-10.084,0.0,0.0405,119.998,3.0,0.0323
4J5q38uaQFUxdCHKuMKixs,2018-10-31T12:07:25Z,7LZr03ymcySx6mpJvNhpUA,Leafar Legov,537218.0,False,4J5q38uaQFUxdCHKuMKixs,Cenote,30.0,0.0708,0.79,537219.0,0.653,4J5q38uaQFUxdCHKuMKixs,0.871,5.0,0.331,-12.42,1.0,0.0513,120.014,4.0,0.166
4JLHvLj1cHJpopm40v32lY,2018-04-09T10:22:21Z,0b05DhI4gD2fNDlqbFBOyt,Landhouse,484477.0,False,4JLHvLj1cHJpopm40v32lY,Robots,42.0,0.553,0.795,484478.0,0.256,4JLHvLj1cHJpopm40v32lY,0.914,9.0,0.0995,-12.622,0.0,0.0583,108.017,4.0,0.336
4KNdl44LPj34TNPXvYRuQx,2017-06-20T23:01:37Z,0t0RVPyKNM6UWKBRLuqStK,Ioakim Sayz,446598.0,False,4KNdl44LPj34TNPXvYRuQx,When It Was Good - Julian Ganzer Remix,0.0,0.0402,0.742,446599.0,0.495,4KNdl44LPj34TNPXvYRuQx,0.832,1.0,0.292,-11.043,1.0,0.0566,126.02,4.0,0.42
4Kq1XTI3Uf8NhPXwcqASIJ,2018-09-01T00:56:55Z,0cwWXZH5zEdIcCi0HFRa6v,NO GRAVITY,331586.0,False,4Kq1XTI3Uf8NhPXwcqASIJ,Episode IV - Erly Tepshy Remix,5.0,0.0558,0.798,331586.0,0.333,4Kq1XTI3Uf8NhPXwcqASIJ,0.928,11.0,0.0957,-19.746,1.0,0.0736,126.002,4.0,0.0752
4LGF2tDg3878bs0mQPByZ4,2018-11-16T01:24:55Z,0mXTJETA4XUa12MmmXxZJh,Eddie Vedder,164500.0,False,4LGF2tDg3878bs0mQPByZ4,Guaranteed,58.0,0.894,0.431,164500.0,0.395,4LGF2tDg3878bs0mQPByZ4,0.0021,7.0,0.125,-11.511,1.0,0.0268,100.794,4.0,0.328
4LdRsG2ECiMNPe8a4Bi0ne,2018-09-18T19:26:49Z,2lngXTE71b98uwXTFWkeOJ,Stephan Grieder & The Persuader,466666.0,False,4LdRsG2ECiMNPe8a4Bi0ne,Kaos,4.0,0.00435,0.813,466667.0,0.475,4LdRsG2ECiMNPe8a4Bi0ne,0.896,6.0,0.0679,-9.358,0.0,0.0965,124.744,4.0,0.185
4MZZH2IztNVxK9LmWiWEIz,2015-11-08T13:01:18Z,0EdvGhlC1FkGItLOWQzG4J,Sublime,115173.0,False,4MZZH2IztNVxK9LmWiWEIz,Little District - Acoustic Version,0.0,0.805,0.739,115173.0,0.191,4MZZH2IztNVxK9LmWiWEIz,0.0,2.0,0.234,-11.076,1.0,0.126,129.348,4.0,0.727
4Moqrj2WPXmOAhPL3FEiHQ,2018-09-02T01:25:50Z,23T5kuXiRZWsH5w1lxowMh,Fernanda Abreu,386935.0,True,4Moqrj2WPXmOAhPL3FEiHQ,Amor Geral - Art in Motion Remix,11.0,0.000165,0.818,386935.0,0.567,4Moqrj2WPXmOAhPL3FEiHQ,0.254,5.0,0.085,-11.001,1.0,0.0597,123.007,4.0,0.583
4NAZVNM9sk0CH6zFw92TJN,2017-06-22T15:04:53Z,0KqSULB80ft2H3aFg6kJmN,I Hate Models,374700.0,False,4NAZVNM9sk0CH6zFw92TJN,Shades Of Night,24.0,0.0136,0.519,374700.0,0.957,4NAZVNM9sk0CH6zFw92TJN,0.318,2.0,0.0825,-6.331,0.0,0.174,135.977,4.0,0.0728
4O0mx4PmK5U724SmtJJ4sq,2017-09-18T23:33:37Z,6FfTOJJ5iO4tRG80MG5Ovj,Isolée,505752.0,False,4O0mx4PmK5U724SmtJJ4sq,brazil.com - Non Radio Edit,29.0,0.0339,0.761,505752.0,0.621,4O0mx4PmK5U724SmtJJ4sq,0.897,1.0,0.438,-13.901,1.0,0.151,130.021,4.0,0.572
4OI3OmAHDGgpAH3wPWmUEz,2018-09-07T19:35:24Z,5cYodhg1fZFGKqCQmgNlZf,Tuğçe Kurtiş,537600.0,False,4OI3OmAHDGgpAH3wPWmUEz,Sevdan Olmasa,28.0,0.184,0.92,537600.0,0.674,4OI3OmAHDGgpAH3wPWmUEz,0.15,5.0,0.286,-8.266,0.0,0.281,100.011,4.0,0.44
4OilFI9KYHs49zY98IL9Ol,2017-08-04T19:40:56Z,27gtK7m9vYwCyJ04zz0kIb,Lane 8,501283.0,False,4OilFI9KYHs49zY98IL9Ol,Loving You - Solee Remix,24.0,0.265,0.823,501284.0,0.374,4OilFI9KYHs49zY98IL9Ol,0.868,11.0,0.108,-9.642,0.0,0.111,123.002,4.0,0.144
4OoQEPGC5DkM1QFCvgIxYD,2016-04-12T18:40:58Z,4nZBJZHavxcUzGeK2k6fL9,Kolombo,301038.0,False,4OoQEPGC5DkM1QFCvgIxYD,Sniff,8.0,0.00115,0.803,301039.0,0.602,4OoQEPGC5DkM1QFCvgIxYD,0.861,10.0,0.0954,-9.402,0.0,0.0634,126.005,4.0,0.074
4Ox0WGrOx6fGlUTSMc3yOW,2018-12-05T12:26:46Z,2ffi5jpoJUZy24fTeNsFMa,Hidden Spheres,464699.0,False,4Ox0WGrOx6fGlUTSMc3yOW,Goodbye,30.0,0.0723,0.846,464700.0,0.494,4Ox0WGrOx6fGlUTSMc3yOW,0.48,9.0,0.0756,-12.029,0.0,0.0658,122.013,4.0,0.431
4P7mGIMzfhcFTVXUBvCpRS,2016-04-18T20:07:15Z,3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,236720.0,False,4P7mGIMzfhcFTVXUBvCpRS,Mudfootball,37.0,0.178,0.458,236720.0,0.911,4P7mGIMzfhcFTVXUBvCpRS,0.213,7.0,0.963,-7.637,1.0,0.0755,188.584,4.0,0.798
4QHKR48C18rwlpSYW6rH7p,2018-11-13T11:08:08Z,5a0etAzO5V26gvlbmHzT9W,Nicolas Jaar,411124.0,False,4QHKR48C18rwlpSYW6rH7p,Mi Mujer,58.0,0.105,0.816,411125.0,0.635,4QHKR48C18rwlpSYW6rH7p,0.846,10.0,0.105,-8.354,0.0,0.0517,124.005,4.0,0.307
4QglwXpVgc088RhQOp42vx,2017-05-24T11:41:47Z,0XHiH53dHrvbwfjYM7en7I,Chris Cornell,345133.0,False,4QglwXpVgc088RhQOp42vx,Seasons,55.0,0.181,0.48,345133.0,0.384,4QglwXpVgc088RhQOp42vx,0.105,10.0,0.124,-12.705,1.0,0.0304,152.184,4.0,0.194
4Qp2nNbuSzXV9lq9z1Niu7,2017-07-26T22:07:48Z,26J5ZprV3p7jv4fHTmpXsB,Fur Coat,450220.0,False,4Qp2nNbuSzXV9lq9z1Niu7,Katarsis - Original Mix,8.0,0.00958,0.803,450221.0,0.604,4Qp2nNbuSzXV9lq9z1Niu7,0.9,10.0,0.111,-10.841,0.0,0.12,122.999,4.0,0.0359
4RYmmMjtP3XsG3s4gWwHqE,2018-11-13T11:18:00Z,1oZmFNkGAT93yD1xX4vTRE,Nina Kraviz,598093.0,False,4RYmmMjtP3XsG3s4gWwHqE,I'm Gonna Get You - Original Mix,46.0,0.049,0.808,598093.0,0.518,4RYmmMjtP3XsG3s4gWwHqE,0.651,4.0,0.0707,-9.552,0.0,0.0771,119.999,4.0,0.652
4RZORAINmgYWdVrFdJ0wjC,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,340803.0,False,4RZORAINmgYWdVrFdJ0wjC,Hopeless,44.0,0.305,0.737,340803.0,0.884,4RZORAINmgYWdVrFdJ0wjC,0.045,4.0,0.153,-5.63,0.0,0.0398,123.988,4.0,0.133
4RdLeGrUDuPsUrQtG0lHEk,2018-04-24T18:00:51Z,53iGNetIf91uZx4Jb54cgb,Haikaiss,292727.0,True,4RdLeGrUDuPsUrQtG0lHEk,Uma Noite a Toa,59.0,0.211,0.76,292727.0,0.7,4RdLeGrUDuPsUrQtG0lHEk,0.0,10.0,0.107,-7.612,0.0,0.112,132.022,4.0,0.661
4S18cCp2R0Z0SdbCwNC4ZL,2016-01-26T10:58:18Z,3vlUveVfzPXzhiPGjHHxOH,Chico César,214826.0,False,4S18cCp2R0Z0SdbCwNC4ZL,Mama África,47.0,0.648,0.676,214827.0,0.469,4S18cCp2R0Z0SdbCwNC4ZL,0.0,1.0,0.987,-8.715,0.0,0.0482,163.709,4.0,0.885
4SZlif21mUsAz6sj3ASvja,2017-08-24T19:35:12Z,2polW59xyLfTDB4E5Ig7Xa,Clarian,367342.0,False,4SZlif21mUsAz6sj3ASvja,Surfer Moon - Original Mix,5.0,0.039,0.627,367342.0,0.856,4SZlif21mUsAz6sj3ASvja,0.937,10.0,0.0975,-7.66,0.0,0.0452,125.008,4.0,0.193
4Shha7cAsaUeo92mCnNF1W,2016-10-20T22:52:34Z,3mNygoyrEKLgo6sx0MzwOL,Ali Farka Touré,324920.0,False,4Shha7cAsaUeo92mCnNF1W,Bonde (with Ry Cooder),0.0,0.707,0.424,324920.0,0.538,4Shha7cAsaUeo92mCnNF1W,0.00644,2.0,0.0774,-17.016,1.0,0.0966,172.936,3.0,0.5
4SzmBRbDVmi0z4Lnc6H1Za,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,218959.0,False,4SzmBRbDVmi0z4Lnc6H1Za,This Old House Is All I Have,53.0,0.312,0.69,218960.0,0.804,4SzmBRbDVmi0z4Lnc6H1Za,0.775,10.0,0.171,-6.288,0.0,0.0675,86.974,4.0,0.482
4TAeg9RG17Lu8hx67k3KRs,2017-07-27T17:02:37Z,6Jbyd4qzEtbFtswZP1o6Ht,Agents Of Time,444760.0,False,4TAeg9RG17Lu8hx67k3KRs,Magdalene,0.0,0.00302,0.795,444760.0,0.582,4TAeg9RG17Lu8hx67k3KRs,0.919,9.0,0.107,-13.365,1.0,0.049,121.998,4.0,0.098
4VNbsxa0Er2514qvwJvrPM,2017-07-26T16:01:41Z,1cdLR0Fz14MLkWY78hNTYT,DJ Slugo,262626.0,True,4VNbsxa0Er2514qvwJvrPM,Wouldn't You Like To Be A Hoe Too,29.0,0.000365,0.859,262627.0,0.448,4VNbsxa0Er2514qvwJvrPM,0.192,9.0,0.115,-10.702,1.0,0.077,134.425,4.0,0.567
4WXIcBXdNAvsFKSMMqettI,2018-08-08T00:21:28Z,4xcn3zUUGf03kOIJueXHVp,Kasper Bjørke,317066.0,False,4WXIcBXdNAvsFKSMMqettI,Heaven - Nicolas Jaar Remix,47.0,0.0821,0.816,317067.0,0.253,4WXIcBXdNAvsFKSMMqettI,0.317,1.0,0.0959,-11.721,0.0,0.047,114.022,4.0,0.159
4X8XFzsZmtCHfhmtG9uJ7Q,2016-03-18T11:45:21Z,7J207fU1tty4DWCIhJSzh0,Samy Deluxe,234706.0,False,4X8XFzsZmtCHfhmtG9uJ7Q,Session,39.0,0.258,0.665,234707.0,0.628,4X8XFzsZmtCHfhmtG9uJ7Q,0.0,6.0,0.21,-8.709,0.0,0.381,89.952,4.0,0.794
4X8tazxwCoCmxTVU6Z37M0,2017-07-13T18:05:07Z,7jXjBUzWUXmSzOuPSbibIl,aacht,470355.0,False,4X8tazxwCoCmxTVU6Z37M0,Touches,4.0,0.369,0.675,470355.0,0.61,4X8tazxwCoCmxTVU6Z37M0,0.893,6.0,0.0723,-15.294,1.0,0.0374,120.004,4.0,0.141
4XWUrhk1huR2JRnYcEAHbw,2017-06-23T18:50:32Z,5HRGFSrlJruRPZNPbsy57r,Undercatt,378335.0,False,4XWUrhk1huR2JRnYcEAHbw,Parade,18.0,0.00977,0.764,378336.0,0.772,4XWUrhk1huR2JRnYcEAHbw,0.902,2.0,0.0793,-11.101,1.0,0.0575,125.003,4.0,0.0638
4Xe0uRFRS0yzaGlG6nSdST,2018-07-20T22:17:54Z,50b6p8UF5dHfvjaN3GduG3,Marc Houle,224516.0,False,4Xe0uRFRS0yzaGlG6nSdST,Paligama - Frankey & Sandrino Remix,10.0,0.00355,0.865,224516.0,0.472,4Xe0uRFRS0yzaGlG6nSdST,0.842,11.0,0.27,-10.06,0.0,0.0801,124.016,4.0,0.252
4XpOgkkAnA0GHmsk9ZxcDX,2018-02-22T14:53:02Z,0ngUeF0DGpYmPec80MqSi1,Against All Logic,335207.0,False,4XpOgkkAnA0GHmsk9ZxcDX,You Are Going to Love Me and Scream,42.0,0.134,0.762,335208.0,0.76,4XpOgkkAnA0GHmsk9ZxcDX,0.772,8.0,0.126,-10.034,0.0,0.0749,124.978,4.0,0.214
4Xxq1PUK7ND0ze1KWO5Z6Z,2018-11-26T19:10:44Z,1iZiG82D4w7FLHvOUUj4zW,Super Flu,382065.0,False,4Xxq1PUK7ND0ze1KWO5Z6Z,Bongbeat,30.0,0.000476,0.785,382065.0,0.757,4Xxq1PUK7ND0ze1KWO5Z6Z,0.737,11.0,0.105,-8.656,1.0,0.0725,120.983,4.0,0.573
4YXlJiIXYad3yWAYqC5zOa,2016-11-09T12:16:27Z,5xLSa7l4IV1gsQfhAMvl0U,B.B. King,249640.0,False,4YXlJiIXYad3yWAYqC5zOa,Sweet Little Angel - Live At The Regal Theater/1964,2.0,0.377,0.431,249568.0,0.431,4YXlJiIXYad3yWAYqC5zOa,0.000121,6.0,0.294,-9.857,1.0,0.0313,97.623,3.0,0.587
4YxQ9MCaRTXgfLnz1pXNTP,2018-09-10T13:50:27Z,1oXiuCd5F0DcnmXH5KaM6N,Kollektiv Turmstrasse,323218.0,False,4YxQ9MCaRTXgfLnz1pXNTP,Sorry I Am Late - The Blaze Remix,45.0,0.197,0.827,323218.0,0.54,4YxQ9MCaRTXgfLnz1pXNTP,0.719,4.0,0.116,-10.485,1.0,0.051,122.024,4.0,0.065
