,UNIT,DATEn,TIMEn,Hour,DESCn,ENTRIESn_hourly,EXITSn_hourly,maxpressurei,maxdewpti,mindewpti,minpressurei,meandewpti,meanpressurei,fog,rain,meanwindspdi,mintempi,meantempi,maxtempi,precipi,thunder
9887,R164,2011-05-03,09:00:00,9,REGULAR,1014.0,1754.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9888,R164,2011-05-03,09:03:26,9,REGULAR,342.0,627.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9889,R164,2011-05-03,09:07:33,9,REGULAR,0.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9890,R164,2011-05-03,11:05:27,11,REGULAR,306.0,558.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9891,R164,2011-05-03,11:06:36,11,REGULAR,1134.0,948.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9892,R164,2011-05-03,11:08:17,11,REGULAR,919.0,2196.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9893,R164,2011-05-03,11:26:11,11,REGULAR,357.0,2083.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9894,R164,2011-05-03,11:50:13,11,REGULAR,2.0,49.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9895,R164,2011-05-03,13:00:00,13,REGULAR,1221.0,1101.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9896,R164,2011-05-03,17:00:00,17,REGULAR,5947.0,2426.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9897,R164,2011-05-03,21:00:00,21,REGULAR,5728.0,5488.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9898,R165,2011-05-03,02:00:00,2,REGULAR,58.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9899,R165,2011-05-03,06:00:00,6,REGULAR,24.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9900,R165,2011-05-03,10:00:00,10,REGULAR,232.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9901,R165,2011-05-03,14:00:00,14,REGULAR,120.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9902,R165,2011-05-03,18:00:00,18,REGULAR,233.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9903,R165,2011-05-03,22:00:00,22,REGULAR,161.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9904,R166,2011-05-03,01:00:00,1,REGULAR,1415.0,703.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9905,R166,2011-05-03,05:00:00,5,REGULAR,134.0,63.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9906,R166,2011-05-03,09:00:00,9,REGULAR,2883.0,1609.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9907,R166,2011-05-03,13:00:00,13,REGULAR,3295.0,1856.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9908,R166,2011-05-03,17:00:00,17,REGULAR,4081.0,2253.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9909,R166,2011-05-03,21:00:00,21,REGULAR,4544.0,2721.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9910,R167,2011-05-03,01:00:00,1,REGULAR,1544.0,1622.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9911,R167,2011-05-03,05:00:00,5,REGULAR,173.0,135.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9912,R167,2011-05-03,09:00:00,9,REGULAR,4107.0,3553.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9913,R167,2011-05-03,13:00:00,13,REGULAR,3415.0,1797.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9914,R167,2011-05-03,17:00:00,17,REGULAR,4740.0,4360.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9915,R167,2011-05-03,21:00:00,21,REGULAR,4295.0,4583.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9916,R168,2011-05-03,01:00:00,1,REGULAR,2664.0,3696.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9917,R168,2011-05-03,05:00:00,5,REGULAR,290.0,375.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9918,R168,2011-05-03,09:00:00,9,REGULAR,9220.0,6057.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9919,R168,2011-05-03,13:00:00,13,REGULAR,4412.0,2762.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9920,R168,2011-05-03,17:00:00,17,REGULAR,12441.0,9894.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9921,R168,2011-05-03,21:00:00,21,REGULAR,8789.0,11720.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9922,R169,2011-05-03,01:00:00,1,REGULAR,987.0,1929.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9923,R169,2011-05-03,05:00:00,5,REGULAR,199.0,354.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9924,R169,2011-05-03,09:00:00,9,REGULAR,3981.0,1938.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9925,R169,2011-05-03,13:00:00,13,REGULAR,3315.0,2836.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9926,R169,2011-05-03,17:00:00,17,REGULAR,4016.0,3833.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9927,R169,2011-05-03,21:00:00,21,REGULAR,3694.0,4012.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9928,R170,2011-05-03,01:00:00,1,REGULAR,17124.0,7680.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9929,R170,2011-05-03,05:00:00,5,REGULAR,7523.0,10719.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9930,R170,2011-05-03,09:00:00,9,REGULAR,8872.0,18550.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9931,R170,2011-05-03,13:00:00,13,REGULAR,13969.0,26106.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9932,R170,2011-05-03,13:04:43,13,REGULAR,406.0,366.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9933,R170,2011-05-03,17:00:00,17,REGULAR,21560.0,20434.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9934,R170,2011-05-03,17:09:12,17,REGULAR,693.0,311.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9935,R170,2011-05-03,21:00:00,21,REGULAR,37604.0,27368.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9936,R170,2011-05-03,22:07:54,22,REGULAR,988.0,446.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9937,R171,2011-05-03,01:00:00,1,REGULAR,428.0,1207.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9938,R171,2011-05-03,05:00:00,5,REGULAR,35.0,82.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9939,R171,2011-05-03,07:51:54,7,REGULAR,1106.0,341.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9940,R171,2011-05-03,09:00:00,9,REGULAR,2260.0,599.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9941,R171,2011-05-03,13:00:00,13,REGULAR,2797.0,891.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9942,R171,2011-05-03,13:29:24,13,REGULAR,163.0,145.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9943,R171,2011-05-03,17:00:00,17,REGULAR,1469.0,1595.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9944,R171,2011-05-03,21:00:00,21,REGULAR,1669.0,4680.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9945,R172,2011-05-03,00:00:00,0,REGULAR,1146.0,1524.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9946,R172,2011-05-03,04:00:00,4,REGULAR,62.0,271.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9947,R172,2011-05-03,08:00:00,8,REGULAR,2064.0,880.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9948,R172,2011-05-03,12:00:00,12,REGULAR,3602.0,3657.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9949,R172,2011-05-03,16:00:00,16,REGULAR,4535.0,2766.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9950,R172,2011-05-03,20:00:00,20,REGULAR,3225.0,4515.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9951,R173,2011-05-03,01:00:00,1,REGULAR,312.0,628.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9952,R173,2011-05-03,05:00:00,5,REGULAR,110.0,128.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9953,R173,2011-05-03,09:00:00,9,REGULAR,1308.0,208.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9954,R173,2011-05-03,09:11:44,9,REGULAR,591.0,393.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9955,R173,2011-05-03,13:00:00,13,REGULAR,3095.0,643.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9956,R173,2011-05-03,14:28:57,14,REGULAR,167.0,134.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9957,R173,2011-05-03,17:00:00,17,REGULAR,2617.0,1286.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9958,R173,2011-05-03,21:00:00,21,REGULAR,1228.0,1962.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9959,R174,2011-05-03,01:00:00,1,REGULAR,309.0,1398.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9960,R174,2011-05-03,05:00:00,5,REGULAR,64.0,164.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9961,R174,2011-05-03,09:00:00,9,REGULAR,4125.0,613.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9962,R174,2011-05-03,13:00:00,13,REGULAR,2610.0,894.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9963,R174,2011-05-03,17:00:00,17,REGULAR,1997.0,1903.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9964,R174,2011-05-03,21:00:00,21,REGULAR,1427.0,3905.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9965,R175,2011-05-03,01:00:00,1,REGULAR,4531.0,1515.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9966,R175,2011-05-03,05:00:00,5,REGULAR,706.0,282.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9967,R175,2011-05-03,09:00:00,9,REGULAR,3515.0,8337.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9968,R175,2011-05-03,13:00:00,13,REGULAR,4618.0,7680.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9969,R175,2011-05-03,17:00:00,17,REGULAR,11569.0,7628.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9970,R175,2011-05-03,21:00:00,21,REGULAR,14336.0,7002.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9971,R176,2011-05-03,01:00:00,1,REGULAR,2337.0,1242.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9972,R176,2011-05-03,05:00:00,5,REGULAR,152.0,187.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9973,R176,2011-05-03,09:00:00,9,REGULAR,2491.0,5558.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9974,R176,2011-05-03,10:04:00,10,REGULAR,403.0,791.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9975,R176,2011-05-03,10:20:14,10,REGULAR,307.0,475.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9976,R176,2011-05-03,10:33:03,10,REGULAR,266.0,417.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9977,R176,2011-05-03,10:53:20,10,REGULAR,259.0,394.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9978,R176,2011-05-03,11:08:24,11,REGULAR,324.0,382.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9979,R176,2011-05-03,11:23:08,11,REGULAR,501.0,389.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9980,R176,2011-05-03,13:00:00,13,REGULAR,3140.0,5876.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9981,R176,2011-05-03,17:00:00,17,REGULAR,5910.0,5765.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9982,R176,2011-05-03,21:00:00,21,REGULAR,15703.0,8073.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9983,R177,2011-05-03,01:00:00,1,REGULAR,3094.0,877.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9984,R177,2011-05-03,05:00:00,5,REGULAR,83.0,93.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9985,R177,2011-05-03,09:00:00,9,REGULAR,3484.0,8734.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9986,R177,2011-05-03,13:00:00,13,REGULAR,6144.0,8745.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9987,R177,2011-05-03,17:00:00,17,REGULAR,12869.0,5364.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9988,R177,2011-05-03,21:00:00,21,REGULAR,14151.0,4300.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9989,R178,2011-05-03,01:00:00,1,REGULAR,2589.0,1776.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9990,R178,2011-05-03,05:00:00,5,REGULAR,175.0,91.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9991,R178,2011-05-03,07:40:31,7,REGULAR,1409.0,1005.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9992,R178,2011-05-03,07:41:35,7,REGULAR,42.0,0.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9993,R178,2011-05-03,09:00:00,9,REGULAR,5882.0,8183.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9994,R178,2011-05-03,13:00:00,13,REGULAR,6663.0,2071.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9995,R178,2011-05-03,17:00:00,17,REGULAR,11617.0,13187.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9996,R178,2011-05-03,21:00:00,21,REGULAR,10097.0,10268.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9997,R179,2011-05-03,00:00:00,0,REGULAR,20959.0,8829.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9998,R179,2011-05-03,04:00:00,4,REGULAR,856.0,1025.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
9999,R179,2011-05-03,08:00:00,8,REGULAR,3809.0,5189.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10000,R179,2011-05-03,12:00:00,12,REGULAR,19952.0,7907.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10001,R179,2011-05-03,16:00:00,16,REGULAR,13310.0,16674.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10002,R179,2011-05-03,20:00:00,20,REGULAR,19781.0,24101.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10003,R180,2011-05-03,01:00:00,1,REGULAR,847.0,1448.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10004,R180,2011-05-03,05:00:00,5,REGULAR,160.0,160.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10005,R180,2011-05-03,09:00:00,9,REGULAR,4138.0,3472.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10006,R180,2011-05-03,13:00:00,13,REGULAR,3294.0,2611.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10007,R180,2011-05-03,13:29:43,13,REGULAR,338.0,337.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10008,R180,2011-05-03,17:00:00,17,REGULAR,4335.0,3303.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10009,R180,2011-05-03,21:00:00,21,REGULAR,3645.0,4128.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10010,R181,2011-05-03,00:00:00,0,REGULAR,875.0,1569.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10011,R181,2011-05-03,04:00:00,4,REGULAR,127.0,312.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10012,R181,2011-05-03,08:00:00,8,REGULAR,453.0,589.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10013,R181,2011-05-03,12:00:00,12,REGULAR,5444.0,2468.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10014,R181,2011-05-03,16:00:00,16,REGULAR,2564.0,2114.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10015,R181,2011-05-03,20:00:00,20,REGULAR,2910.0,3397.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10016,R182,2011-05-03,01:00:00,1,REGULAR,894.0,1088.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10017,R182,2011-05-03,05:00:00,5,REGULAR,151.0,207.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10018,R182,2011-05-03,09:00:00,9,REGULAR,4333.0,2079.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10019,R182,2011-05-03,13:00:00,13,REGULAR,3352.0,1622.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10020,R182,2011-05-03,17:00:00,17,REGULAR,4505.0,2527.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10021,R182,2011-05-03,21:00:00,21,REGULAR,3713.0,2742.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10022,R183,2011-05-03,00:00:00,0,REGULAR,595.0,877.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10023,R183,2011-05-03,04:00:00,4,REGULAR,41.0,202.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10024,R183,2011-05-03,08:00:00,8,REGULAR,1283.0,884.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10025,R183,2011-05-03,12:00:00,12,REGULAR,1302.0,1468.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10026,R183,2011-05-03,16:00:00,16,REGULAR,411.0,103.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10027,R183,2011-05-03,20:00:00,20,REGULAR,752.0,104.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10028,R184,2011-05-03,00:00:00,0,REGULAR,358.0,633.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10029,R184,2011-05-03,04:00:00,4,REGULAR,55.0,182.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10030,R184,2011-05-03,08:00:00,8,REGULAR,1350.0,90.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10031,R184,2011-05-03,12:00:00,12,REGULAR,3351.0,591.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10032,R184,2011-05-03,16:00:00,16,REGULAR,1174.0,863.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10033,R184,2011-05-03,20:00:00,20,REGULAR,1029.0,986.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10034,R185,2011-05-03,01:00:00,1,REGULAR,245.0,14.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10035,R185,2011-05-03,05:00:00,5,REGULAR,86.0,3.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
10036,R185,2011-05-03,09:00:00,9,REGULAR,2684.0,15.0,30.14,59.0,50.0,29.94,54.0,30.05,0.0,0.0,7.0,55.0,65.0,75.0,0.0,0.0
