C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/05/2017,09:00:00,REGULAR,0003769205,0005362608                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/05/2017,13:00:00,REGULAR,0003769232,0005362711                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/05/2017,17:00:00,REGULAR,0003769317,0005362770                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/05/2017,21:00:00,REGULAR,0003769493,0005362815                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/06/2017,01:00:00,REGULAR,0003769506,0005362817                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/06/2017,05:00:00,REGULAR,0003769506,0005362817                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/06/2017,09:00:00,REGULAR,0003769512,0005362938                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/06/2017,13:00:00,REGULAR,0003769529,0005363057                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/06/2017,17:00:00,REGULAR,0003769600,0005363126                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/06/2017,21:00:00,REGULAR,0003769752,0005363180                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/07/2017,01:00:00,REGULAR,0003769772,0005363186                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/07/2017,05:00:00,REGULAR,0003769772,0005363186                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/07/2017,09:00:00,REGULAR,0003769778,0005363306                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/07/2017,13:00:00,REGULAR,0003769803,0005363425                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/07/2017,17:00:00,REGULAR,0003769888,0005363463                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/07/2017,21:00:00,REGULAR,0003770047,0005363509                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/08/2017,01:00:00,REGULAR,0003770065,0005363517                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/08/2017,05:00:00,REGULAR,0003770065,0005363517                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/08/2017,09:00:00,REGULAR,0003770066,0005363643                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/08/2017,13:00:00,REGULAR,0003770095,0005363730                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/08/2017,17:00:00,REGULAR,0003770166,0005363783                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/08/2017,21:00:00,REGULAR,0003770330,0005363824                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/09/2017,01:00:00,REGULAR,0003770360,0005363839                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/09/2017,05:00:00,REGULAR,0003770360,0005363839                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/09/2017,09:00:00,REGULAR,0003770364,0005363929                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/09/2017,13:00:00,REGULAR,0003770388,0005364058                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/09/2017,17:00:00,REGULAR,0003770483,0005364113                                         
A050,R088,00-00-00,CORTLANDT ST,RNW,BMT,06/09/2017,21:00:00,REGULAR,0003770614,0005364151                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/03/2017,01:00:00,REGULAR,0003758829,0003847205                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/03/2017,05:00:00,REGULAR,0003758830,0003847214                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/03/2017,09:00:00,REGULAR,0003758837,0003847247                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/03/2017,13:00:00,REGULAR,0003758875,0003847310                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/03/2017,17:00:00,REGULAR,0003758958,0003847391                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/03/2017,21:00:00,REGULAR,0003759044,0003847458                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/04/2017,01:00:00,REGULAR,0003759084,0003847487                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/04/2017,05:00:00,REGULAR,0003759086,0003847491                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/04/2017,09:00:00,REGULAR,0003759095,0003847516                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/04/2017,13:00:00,REGULAR,0003759125,0003847578                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/04/2017,17:00:00,REGULAR,0003759191,0003847661                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/04/2017,21:00:00,REGULAR,0003759249,0003847696                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/05/2017,01:00:00,REGULAR,0003759270,0003847709                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/05/2017,05:00:00,REGULAR,0003759270,0003847720                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/05/2017,09:00:00,REGULAR,0003759279,0003847910                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/05/2017,13:00:00,REGULAR,0003759315,0003848062                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/05/2017,17:00:00,REGULAR,0003759436,0003848128                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/05/2017,21:00:00,REGULAR,0003759684,0003848167                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/06/2017,01:00:00,REGULAR,0003759720,0003848184                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/06/2017,05:00:00,REGULAR,0003759723,0003848191                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/06/2017,09:00:00,REGULAR,0003759733,0003848364                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/06/2017,13:00:00,REGULAR,0003759767,0003848529                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/06/2017,17:00:00,REGULAR,0003759880,0003848601                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/06/2017,21:00:00,REGULAR,0003760092,0003848673                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/07/2017,01:00:00,REGULAR,0003760128,0003848688                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/07/2017,05:00:00,REGULAR,0003760131,0003848693                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/07/2017,09:00:00,REGULAR,0003760138,0003848855                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/07/2017,13:00:00,REGULAR,0003760184,0003849011                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/07/2017,17:00:00,REGULAR,0003760298,0003849095                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/07/2017,21:00:00,REGULAR,0003760545,0003849141                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/08/2017,01:00:00,REGULAR,0003760587,0003849158                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/08/2017,05:00:00,REGULAR,0003760590,0003849166                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/08/2017,09:00:00,REGULAR,0003760601,0003849359                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/08/2017,13:00:00,REGULAR,0003760646,0003849514                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/08/2017,17:00:00,REGULAR,0003760787,0003849589                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/08/2017,21:00:00,REGULAR,0003761019,0003849640                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/09/2017,01:00:00,REGULAR,0003761060,0003849650                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/09/2017,05:00:00,REGULAR,0003761060,0003849661                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/09/2017,09:00:00,REGULAR,0003761073,0003849795                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/09/2017,13:00:00,REGULAR,0003761122,0003849957                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/09/2017,17:00:00,REGULAR,0003761325,0003850060                                         
A050,R088,00-00-01,CORTLANDT ST,RNW,BMT,06/09/2017,21:00:00,REGULAR,0003761490,0003850148                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/03/2017,01:00:00,REGULAR,0003292336,0001701392                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/03/2017,05:00:00,REGULAR,0003292337,0001701395                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/03/2017,09:00:00,REGULAR,0003292345,0001701400                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/03/2017,13:00:00,REGULAR,0003292458,0001701410                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/03/2017,17:00:00,REGULAR,0003292650,0001701447                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/03/2017,21:00:00,REGULAR,0003292836,0001701457                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/04/2017,01:00:00,REGULAR,0003292871,0001701462                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/04/2017,05:00:00,REGULAR,0003292872,0001701462                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/04/2017,09:00:00,REGULAR,0003292876,0001701466                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/04/2017,13:00:00,REGULAR,0003292937,0001701477                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/04/2017,17:00:00,REGULAR,0003293120,0001701505                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/04/2017,21:00:00,REGULAR,0003293236,0001701517                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/05/2017,01:00:00,REGULAR,0003293252,0001701522                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/05/2017,05:00:00,REGULAR,0003293253,0001701524                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/05/2017,09:00:00,REGULAR,0003293267,0001701577                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/05/2017,13:00:00,REGULAR,0003293341,0001701632                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/05/2017,17:00:00,REGULAR,0003293478,0001701650                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/05/2017,21:00:00,REGULAR,0003293675,0001701657                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/06/2017,01:00:00,REGULAR,0003293700,0001701659                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/06/2017,05:00:00,REGULAR,0003293700,0001701660                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/06/2017,09:00:00,REGULAR,0003293717,0001701706                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/06/2017,13:00:00,REGULAR,0003293779,0001701749                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/06/2017,17:00:00,REGULAR,0003293928,0001701769                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/06/2017,21:00:00,REGULAR,0003294133,0001701780                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/07/2017,01:00:00,REGULAR,0003294158,0001701783                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/07/2017,05:00:00,REGULAR,0003294158,0001701785                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/07/2017,09:00:00,REGULAR,0003294171,0001701839                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/07/2017,13:00:00,REGULAR,0003294220,0001701880                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/07/2017,17:00:00,REGULAR,0003294373,0001701911                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/07/2017,21:00:00,REGULAR,0003294558,0001701927                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/08/2017,01:00:00,REGULAR,0003294587,0001701931                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/08/2017,05:00:00,REGULAR,0003294589,0001701931                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/08/2017,09:00:00,REGULAR,0003294606,0001701987                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/08/2017,13:00:00,REGULAR,0003294661,0001702042                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/08/2017,17:00:00,REGULAR,0003294802,0001702070                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/08/2017,21:00:00,REGULAR,0003295004,0001702080                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/09/2017,01:00:00,REGULAR,0003295028,0001702081                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/09/2017,05:00:00,REGULAR,0003295028,0001702081                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/09/2017,09:00:00,REGULAR,0003295039,0001702124                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/09/2017,13:00:00,REGULAR,0003295118,0001702179                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/09/2017,17:00:00,REGULAR,0003295288,0001702207                                         
A050,R088,00-02-00,CORTLANDT ST,RNW,BMT,06/09/2017,21:00:00,REGULAR,0003295511,0001702219                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/03/2017,01:00:00,REGULAR,0000344751,0000087432                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/03/2017,05:00:00,REGULAR,0000344753,0000087433                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/03/2017,09:00:00,REGULAR,0000344759,0000087438                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/03/2017,13:00:00,REGULAR,0000344830,0000087450                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/03/2017,17:00:00,REGULAR,0000344980,0000087471                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/03/2017,21:00:00,REGULAR,0000345105,0000087485                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/04/2017,01:00:00,REGULAR,0000345132,0000087488                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/04/2017,05:00:00,REGULAR,0000345136,0000087488                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/04/2017,09:00:00,REGULAR,0000345142,0000087488                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/04/2017,13:00:00,REGULAR,0000345197,0000087501                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/04/2017,17:00:00,REGULAR,0000345329,0000087516                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/04/2017,21:00:00,REGULAR,0000345447,0000087523                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/05/2017,01:00:00,REGULAR,0000345461,0000087523                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/05/2017,05:00:00,REGULAR,0000345461,0000087523                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/05/2017,09:00:00,REGULAR,0000345469,0000087559                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/05/2017,13:00:00,REGULAR,0000345517,0000087587                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/05/2017,17:00:00,REGULAR,0000345647,0000087597                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/05/2017,21:00:00,REGULAR,0000345796,0000087604                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/06/2017,01:00:00,REGULAR,0000345818,0000087605                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/06/2017,05:00:00,REGULAR,0000345818,0000087608                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/06/2017,09:00:00,REGULAR,0000345823,0000087629                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/06/2017,13:00:00,REGULAR,0000345865,0000087655                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/06/2017,17:00:00,REGULAR,0000345960,0000087665                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/06/2017,21:00:00,REGULAR,0000346086,0000087674                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/07/2017,01:00:00,REGULAR,0000346115,0000087679                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/07/2017,05:00:00,REGULAR,0000346115,0000087680                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/07/2017,09:00:00,REGULAR,0000346126,0000087707                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/07/2017,13:00:00,REGULAR,0000346158,0000087736                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/07/2017,17:00:00,REGULAR,0000346264,0000087742                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/07/2017,21:00:00,REGULAR,0000346414,0000087746                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/08/2017,01:00:00,REGULAR,0000346447,0000087749                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/08/2017,05:00:00,REGULAR,0000346450,0000087749                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/08/2017,09:00:00,REGULAR,0000346461,0000087773                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/08/2017,13:00:00,REGULAR,0000346508,0000087796                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/08/2017,17:00:00,REGULAR,0000346639,0000087810                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/08/2017,21:00:00,REGULAR,0000346774,0000087815                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/09/2017,01:00:00,REGULAR,0000346799,0000087818                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/09/2017,05:00:00,REGULAR,0000346801,0000087818                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/09/2017,09:00:00,REGULAR,0000346808,0000087838                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/09/2017,13:00:00,REGULAR,0000346863,0000087857                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/09/2017,17:00:00,REGULAR,0000347006,0000087867                                         
A050,R088,00-02-01,CORTLANDT ST,RNW,BMT,06/09/2017,21:00:00,REGULAR,0000347181,0000087879                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/03/2017,01:00:00,REGULAR,0001326439,0000635557                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/03/2017,05:00:00,REGULAR,0001326442,0000635559                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/03/2017,09:00:00,REGULAR,0001326448,0000635570                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/03/2017,13:00:00,REGULAR,0001326501,0000635581                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/03/2017,17:00:00,REGULAR,0001326631,0000635597                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/03/2017,21:00:00,REGULAR,0001326788,0000635604                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/04/2017,01:00:00,REGULAR,0001326824,0000635609                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/04/2017,05:00:00,REGULAR,0001326826,0000635610                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/04/2017,09:00:00,REGULAR,0001326834,0000635619                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/04/2017,13:00:00,REGULAR,0001326873,0000635631                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/04/2017,17:00:00,REGULAR,0001326961,0000635650                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/04/2017,21:00:00,REGULAR,0001327085,0000635660                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/05/2017,01:00:00,REGULAR,0001327091,0000635661                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/05/2017,05:00:00,REGULAR,0001327093,0000635663                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/05/2017,09:00:00,REGULAR,0001327095,0000635734                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/05/2017,13:00:00,REGULAR,0001327142,0000635772                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/05/2017,17:00:00,REGULAR,0001327232,0000635792                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/05/2017,21:00:00,REGULAR,0001327366,0000635805                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/06/2017,01:00:00,REGULAR,0001327377,0000635813                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/06/2017,05:00:00,REGULAR,0001327377,0000635817                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/06/2017,09:00:00,REGULAR,0001327384,0000635862                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/06/2017,13:00:00,REGULAR,0001327407,0000635897                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/06/2017,17:00:00,REGULAR,0001327508,0000635915                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/06/2017,21:00:00,REGULAR,0001327685,0000635920                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/07/2017,01:00:00,REGULAR,0001327698,0000635925                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/07/2017,05:00:00,REGULAR,0001327698,0000635926                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/07/2017,09:00:00,REGULAR,0001327701,0000635994                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/07/2017,13:00:00,REGULAR,0001327747,0000636023                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/07/2017,17:00:00,REGULAR,0001327859,0000636039                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/07/2017,21:00:00,REGULAR,0001328027,0000636044                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/08/2017,01:00:00,REGULAR,0001328057,0000636049                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/08/2017,05:00:00,REGULAR,0001328057,0000636051                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/08/2017,09:00:00,REGULAR,0001328060,0000636106                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/08/2017,13:00:00,REGULAR,0001328111,0000636140                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/08/2017,17:00:00,REGULAR,0001328271,0000636162                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/08/2017,21:00:00,REGULAR,0001328421,0000636178                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/09/2017,01:00:00,REGULAR,0001328435,0000636181                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/09/2017,05:00:00,REGULAR,0001328435,0000636183                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/09/2017,09:00:00,REGULAR,0001328440,0000636223                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/09/2017,13:00:00,REGULAR,0001328488,0000636290                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/09/2017,17:00:00,REGULAR,0001328640,0000636308                                         
A050,R088,00-03-00,CORTLANDT ST,RNW,BMT,06/09/2017,21:00:00,REGULAR,0001328830,0000636319                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/03/2017,01:00:00,REGULAR,0010448768,0002116164                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/03/2017,05:00:00,REGULAR,0010448769,0002116164                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/03/2017,09:00:00,REGULAR,0010448772,0002116169                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/03/2017,13:00:00,REGULAR,0010448818,0002116180                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/03/2017,17:00:00,REGULAR,0010448957,0002116191                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/03/2017,21:00:00,REGULAR,0010449089,0002116198                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/04/2017,01:00:00,REGULAR,0010449122,0002116205                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/04/2017,05:00:00,REGULAR,0010449125,0002116205                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/04/2017,09:00:00,REGULAR,0010449128,0002116206                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/04/2017,13:00:00,REGULAR,0010449161,0002116218                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/04/2017,17:00:00,REGULAR,0010449296,0002116226                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/04/2017,21:00:00,REGULAR,0010449415,0002116236                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/05/2017,01:00:00,REGULAR,0010449428,0002116236                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/05/2017,05:00:00,REGULAR,0010449429,0002116236                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/05/2017,09:00:00,REGULAR,0010449434,0002116284                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/05/2017,13:00:00,REGULAR,0010449485,0002116312                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/05/2017,17:00:00,REGULAR,0010449600,0002116322                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/05/2017,21:00:00,REGULAR,0010449764,0002116329                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/06/2017,01:00:00,REGULAR,0010449779,0002116330                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/06/2017,05:00:00,REGULAR,0010449783,0002116331                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/06/2017,09:00:00,REGULAR,0010449787,0002116358                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/06/2017,13:00:00,REGULAR,0010449830,0002116387                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/06/2017,17:00:00,REGULAR,0010449947,0002116397                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/06/2017,21:00:00,REGULAR,0010450102,0002116409                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/07/2017,01:00:00,REGULAR,0010450118,0002116413                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/07/2017,05:00:00,REGULAR,0010450119,0002116413                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/07/2017,09:00:00,REGULAR,0010450123,0002116468                                         
A050,R088,00-03-01,CORTLANDT ST,RNW,BMT,06/07/2017,13:00:00,REGULAR,0010450192,0002116500                                         
